PhraseId,Sentiment
156289,3
156290,2
156291,3
156292,3
156293,3
156294,3
156295,3
156296,2
156297,1
156298,2
156299,2
156300,2
156301,2
156302,1
156303,1
156304,2
156305,2
156306,0
156307,3
156308,1
156309,3
156310,1
156311,3
156312,1
156313,1
156314,3
156315,3
156316,1
156317,1
156318,1
156319,1
156320,1
156321,1
156322,1
156323,1
156324,3
156325,3
156326,1
156327,1
156328,3
156329,3
156330,3
156331,3
156332,3
156333,3
156334,3
156335,3
156336,3
156337,1
156338,1
156339,1
156340,1
156341,2
156342,2
156343,2
156344,1
156345,1
156346,3
156347,1
156348,1
156349,3
156350,1
156351,3
156352,3
156353,3
156354,3
156355,3
156356,2
156357,2
156358,1
156359,1
156360,1
156361,0
156362,1
156363,3
156364,3
156365,3
156366,1
156367,1
156368,1
156369,1
156370,1
156371,1
156372,1
156373,1
156374,1
156375,3
156376,1
156377,0
156378,0
156379,1
156380,3
156381,0
156382,1
156383,1
156384,1
156385,1
156386,1
156387,1
156388,1
156389,1
156390,1
156391,1
156392,1
156393,3
156394,3
156395,1
156396,1
156397,2
156398,1
156399,1
156400,1
156401,3
156402,3
156403,1
156404,1
156405,3
156406,3
156407,3
156408,3
156409,2
156410,1
156411,1
156412,3
156413,1
156414,1
156415,3
156416,1
156417,3
156418,3
156419,2
156420,1
156421,1
156422,3
156423,3
156424,3
156425,3
156426,3
156427,3
156428,1
156429,1
156430,1
156431,1
156432,1
156433,1
156434,1
156435,1
156436,1
156437,1
156438,1
156439,1
156440,1
156441,1
156442,2
156443,2
156444,2
156445,1
156446,3
156447,1
156448,3
156449,3
156450,3
156451,2
156452,2
156453,1
156454,2
156455,2
156456,2
156457,1
156458,1
156459,3
156460,1
156461,1
156462,1
156463,1
156464,0
156465,2
156466,3
156467,3
156468,3
156469,3
156470,3
156471,2
156472,2
156473,3
156474,3
156475,2
156476,3
156477,3
156478,3
156479,2
156480,1
156481,2
156482,0
156483,1
156484,1
156485,1
156486,1
156487,1
156488,2
156489,2
156490,1
156491,2
156492,1
156493,2
156494,2
156495,1
156496,1
156497,1
156498,1
156499,1
156500,1
156501,2
156502,1
156503,2
156504,2
156505,1
156506,1
156507,1
156508,1
156509,1
156510,1
156511,1
156512,1
156513,1
156514,1
156515,1
156516,1
156517,1
156518,1
156519,1
156520,3
156521,1
156522,1
156523,1
156524,1
156525,1
156526,1
156527,1
156528,1
156529,1
156530,1
156531,1
156532,1
156533,1
156534,1
156535,1
156536,1
156537,4
156538,1
156539,1
156540,1
156541,1
156542,1
156543,1
156544,1
156545,1
156546,1
156547,1
156548,1
156549,1
156550,1
156551,1
156552,1
156553,1
156554,4
156555,2
156556,2
156557,1
156558,1
156559,1
156560,2
156561,2
156562,1
156563,1
156564,1
156565,2
156566,1
156567,1
156568,1
156569,1
156570,1
156571,1
156572,1
156573,1
156574,1
156575,1
156576,1
156577,1
156578,1
156579,1
156580,2
156581,2
156582,3
156583,3
156584,3
156585,1
156586,3
156587,1
156588,3
156589,3
156590,3
156591,3
156592,2
156593,2
156594,2
156595,1
156596,2
156597,1
156598,3
156599,3
156600,1
156601,1
156602,3
156603,2
156604,2
156605,1
156606,2
156607,1
156608,3
156609,3
156610,3
156611,1
156612,3
156613,3
156614,3
156615,0
156616,0
156617,1
156618,1
156619,2
156620,2
156621,1
156622,1
156623,1
156624,1
156625,2
156626,2
156627,2
156628,0
156629,0
156630,3
156631,3
156632,1
156633,1
156634,3
156635,3
156636,2
156637,1
156638,2
156639,2
156640,3
156641,3
156642,3
156643,3
156644,3
156645,3
156646,3
156647,3
156648,2
156649,1
156650,3
156651,3
156652,3
156653,1
156654,3
156655,3
156656,3
156657,2
156658,2
156659,2
156660,1
156661,1
156662,1
156663,1
156664,1
156665,1
156666,3
156667,3
156668,3
156669,2
156670,2
156671,2
156672,1
156673,1
156674,1
156675,1
156676,1
156677,2
156678,1
156679,2
156680,2
156681,1
156682,2
156683,1
156684,1
156685,1
156686,1
156687,1
156688,1
156689,3
156690,3
156691,3
156692,1
156693,3
156694,3
156695,1
156696,1
156697,3
156698,1
156699,3
156700,3
156701,1
156702,1
156703,1
156704,1
156705,1
156706,0
156707,0
156708,1
156709,1
156710,1
156711,1
156712,1
156713,1
156714,1
156715,1
156716,1
156717,1
156718,1
156719,1
156720,1
156721,1
156722,1
156723,1
156724,1
156725,2
156726,2
156727,2
156728,1
156729,2
156730,2
156731,3
156732,3
156733,1
156734,3
156735,3
156736,1
156737,3
156738,3
156739,1
156740,3
156741,0
156742,1
156743,3
156744,1
156745,3
156746,1
156747,1
156748,1
156749,1
156750,1
156751,2
156752,2
156753,1
156754,1
156755,1
156756,1
156757,3
156758,1
156759,1
156760,1
156761,3
156762,2
156763,2
156764,3
156765,3
156766,2
156767,3
156768,3
156769,3
156770,2
156771,1
156772,2
156773,3
156774,3
156775,3
156776,3
156777,3
156778,3
156779,1
156780,3
156781,3
156782,3
156783,3
156784,1
156785,3
156786,2
156787,2
156788,3
156789,3
156790,3
156791,2
156792,3
156793,3
156794,1
156795,3
156796,1
156797,3
156798,3
156799,3
156800,3
156801,3
156802,3
156803,4
156804,2
156805,2
156806,2
156807,2
156808,1
156809,1
156810,1
156811,2
156812,3
156813,3
156814,3
156815,1
156816,1
156817,3
156818,1
156819,3
156820,3
156821,1
156822,1
156823,2
156824,2
156825,1
156826,1
156827,1
156828,3
156829,3
156830,3
156831,3
156832,3
156833,3
156834,3
156835,3
156836,3
156837,1
156838,1
156839,1
156840,3
156841,3
156842,3
156843,1
156844,3
156845,2
156846,2
156847,1
156848,1
156849,1
156850,0
156851,0
156852,0
156853,1
156854,1
156855,1
156856,1
156857,1
156858,3
156859,1
156860,2
156861,2
156862,3
156863,1
156864,1
156865,1
156866,1
156867,1
156868,3
156869,3
156870,3
156871,3
156872,2
156873,3
156874,3
156875,1
156876,3
156877,3
156878,1
156879,1
156880,3
156881,3
156882,2
156883,2
156884,1
156885,2
156886,1
156887,1
156888,1
156889,2
156890,2
156891,2
156892,2
156893,2
156894,2
156895,1
156896,1
156897,1
156898,1
156899,1
156900,1
156901,1
156902,1
156903,1
156904,1
156905,3
156906,3
156907,1
156908,1
156909,1
156910,1
156911,3
156912,3
156913,1
156914,1
156915,3
156916,3
156917,1
156918,3
156919,3
156920,2
156921,2
156922,1
156923,2
156924,2
156925,3
156926,3
156927,1
156928,3
156929,3
156930,3
156931,3
156932,3
156933,3
156934,3
156935,1
156936,3
156937,1
156938,1
156939,1
156940,3
156941,2
156942,2
156943,2
156944,1
156945,1
156946,2
156947,1
156948,2
156949,2
156950,2
156951,2
156952,2
156953,2
156954,1
156955,3
156956,1
156957,3
156958,3
156959,3
156960,3
156961,1
156962,2
156963,3
156964,3
156965,3
156966,3
156967,1
156968,1
156969,1
156970,1
156971,2
156972,2
156973,2
156974,2
156975,1
156976,3
156977,3
156978,2
156979,1
156980,1
156981,1
156982,1
156983,3
156984,3
156985,3
156986,1
156987,3
156988,3
156989,1
156990,2
156991,1
156992,2
156993,3
156994,1
156995,1
156996,1
156997,1
156998,1
156999,3
157000,3
157001,2
157002,2
157003,2
157004,3
157005,1
157006,3
157007,3
157008,3
157009,3
157010,3
157011,1
157012,1
157013,1
157014,1
157015,1
157016,2
157017,2
157018,2
157019,2
157020,2
157021,1
157022,1
157023,1
157024,1
157025,1
157026,1
157027,1
157028,1
157029,1
157030,1
157031,1
157032,1
157033,1
157034,1
157035,3
157036,2
157037,2
157038,1
157039,1
157040,1
157041,1
157042,1
157043,1
157044,1
157045,1
157046,1
157047,3
157048,2
157049,2
157050,2
157051,2
157052,2
157053,2
157054,1
157055,1
157056,1
157057,1
157058,1
157059,1
157060,1
157061,1
157062,2
157063,2
157064,3
157065,3
157066,2
157067,3
157068,3
157069,3
157070,1
157071,1
157072,1
157073,1
157074,2
157075,2
157076,1
157077,1
157078,1
157079,1
157080,1
157081,1
157082,0
157083,1
157084,1
157085,1
157086,1
157087,3
157088,3
157089,1
157090,3
157091,3
157092,4
157093,3
157094,0
157095,0
157096,1
157097,1
157098,1
157099,1
157100,1
157101,1
157102,1
157103,1
157104,1
157105,1
157106,3
157107,3
157108,3
157109,3
157110,3
157111,3
157112,3
157113,1
157114,1
157115,3
157116,3
157117,1
157118,1
157119,1
157120,3
157121,1
157122,1
157123,2
157124,2
157125,1
157126,1
157127,1
157128,1
157129,1
157130,2
157131,2
157132,3
157133,3
157134,3
157135,1
157136,3
157137,1
157138,3
157139,2
157140,2
157141,2
157142,2
157143,2
157144,1
157145,1
157146,1
157147,1
157148,1
157149,1
157150,1
157151,1
157152,1
157153,1
157154,1
157155,2
157156,2
157157,2
157158,2
157159,2
157160,1
157161,1
157162,1
157163,2
157164,2
157165,3
157166,3
157167,2
157168,1
157169,2
157170,1
157171,1
157172,1
157173,3
157174,3
157175,1
157176,3
157177,3
157178,3
157179,1
157180,1
157181,1
157182,1
157183,1
157184,1
157185,1
157186,3
157187,3
157188,1
157189,1
157190,1
157191,3
157192,3
157193,1
157194,1
157195,1
157196,1
157197,1
157198,1
157199,1
157200,0
157201,1
157202,1
157203,3
157204,1
157205,1
157206,1
157207,1
157208,1
157209,1
157210,1
157211,3
157212,3
157213,3
157214,1
157215,1
157216,1
157217,3
157218,3
157219,3
157220,1
157221,3
157222,3
157223,3
157224,3
157225,3
157226,3
157227,3
157228,1
157229,1
157230,3
157231,1
157232,3
157233,1
157234,3
157235,1
157236,3
157237,3
157238,1
157239,1
157240,1
157241,3
157242,1
157243,1
157244,2
157245,2
157246,2
157247,2
157248,1
157249,1
157250,2
157251,2
157252,1
157253,0
157254,0
157255,1
157256,1
157257,3
157258,1
157259,1
157260,1
157261,1
157262,1
157263,1
157264,2
157265,2
157266,1
157267,2
157268,2
157269,1
157270,1
157271,2
157272,1
157273,1
157274,1
157275,1
157276,1
157277,3
157278,3
157279,3
157280,3
157281,2
157282,2
157283,1
157284,1
157285,1
157286,1
157287,1
157288,1
157289,2
157290,3
157291,3
157292,3
157293,2
157294,4
157295,4
157296,1
157297,3
157298,3
157299,3
157300,3
157301,3
157302,3
157303,3
157304,3
157305,3
157306,3
157307,3
157308,3
157309,2
157310,1
157311,2
157312,3
157313,3
157314,2
157315,2
157316,2
157317,3
157318,3
157319,1
157320,3
157321,3
157322,3
157323,1
157324,3
157325,3
157326,1
157327,3
157328,3
157329,3
157330,3
157331,3
157332,1
157333,1
157334,3
157335,2
157336,3
157337,3
157338,3
157339,3
157340,3
157341,1
157342,1
157343,1
157344,1
157345,1
157346,1
157347,1
157348,1
157349,1
157350,3
157351,3
157352,3
157353,3
157354,1
157355,3
157356,3
157357,3
157358,3
157359,3
157360,3
157361,2
157362,2
157363,2
157364,2
157365,2
157366,1
157367,2
157368,2
157369,2
157370,1
157371,1
157372,1
157373,3
157374,1
157375,1
157376,3
157377,3
157378,3
157379,1
157380,1
157381,1
157382,3
157383,3
157384,3
157385,3
157386,3
157387,1
157388,1
157389,3
157390,3
157391,1
157392,1
157393,1
157394,1
157395,1
157396,3
157397,3
157398,2
157399,3
157400,3
157401,3
157402,3
157403,3
157404,3
157405,2
157406,2
157407,1
157408,2
157409,2
157410,1
157411,3
157412,1
157413,1
157414,1
157415,3
157416,3
157417,3
157418,1
157419,1
157420,1
157421,1
157422,3
157423,1
157424,3
157425,1
157426,1
157427,1
157428,2
157429,2
157430,0
157431,0
157432,1
157433,0
157434,0
157435,0
157436,1
157437,1
157438,0
157439,0
157440,1
157441,1
157442,0
157443,0
157444,0
157445,1
157446,0
157447,0
157448,1
157449,1
157450,0
157451,1
157452,1
157453,1
157454,3
157455,4
157456,1
157457,3
157458,1
157459,1
157460,1
157461,1
157462,1
157463,1
157464,0
157465,0
157466,1
157467,1
157468,1
157469,1
157470,3
157471,1
157472,3
157473,3
157474,3
157475,3
157476,3
157477,3
157478,2
157479,2
157480,2
157481,2
157482,3
157483,3
157484,1
157485,1
157486,3
157487,3
157488,2
157489,3
157490,3
157491,1
157492,2
157493,2
157494,3
157495,3
157496,3
157497,3
157498,1
157499,3
157500,1
157501,1
157502,3
157503,3
157504,3
157505,3
157506,2
157507,2
157508,2
157509,3
157510,3
157511,1
157512,1
157513,1
157514,3
157515,3
157516,3
157517,3
157518,3
157519,1
157520,3
157521,3
157522,3
157523,3
157524,1
157525,1
157526,3
157527,1
157528,3
157529,1
157530,3
157531,3
157532,1
157533,3
157534,1
157535,3
157536,3
157537,3
157538,3
157539,3
157540,3
157541,3
157542,3
157543,3
157544,3
157545,3
157546,2
157547,2
157548,3
157549,3
157550,3
157551,3
157552,3
157553,1
157554,1
157555,1
157556,3
157557,3
157558,3
157559,3
157560,3
157561,2
157562,2
157563,3
157564,3
157565,3
157566,3
157567,3
157568,1
157569,1
157570,1
157571,1
157572,1
157573,1
157574,1
157575,1
157576,1
157577,1
157578,2
157579,2
157580,1
157581,1
157582,1
157583,1
157584,1
157585,1
157586,1
157587,1
157588,1
157589,1
157590,1
157591,1
157592,1
157593,1
157594,2
157595,1
157596,1
157597,1
157598,1
157599,1
157600,1
157601,1
157602,1
157603,1
157604,1
157605,1
157606,1
157607,1
157608,1
157609,1
157610,1
157611,1
157612,1
157613,1
157614,3
157615,3
157616,3
157617,3
157618,3
157619,3
157620,3
157621,2
157622,4
157623,2
157624,1
157625,2
157626,2
157627,2
157628,3
157629,2
157630,0
157631,3
157632,1
157633,1
157634,3
157635,3
157636,3
157637,1
157638,3
157639,3
157640,1
157641,1
157642,1
157643,0
157644,1
157645,1
157646,3
157647,1
157648,1
157649,1
157650,1
157651,1
157652,1
157653,2
157654,2
157655,3
157656,1
157657,2
157658,1
157659,1
157660,2
157661,2
157662,2
157663,4
157664,1
157665,1
157666,1
157667,2
157668,1
157669,0
157670,0
157671,3
157672,3
157673,3
157674,2
157675,3
157676,3
157677,3
157678,1
157679,1
157680,1
157681,3
157682,3
157683,3
157684,3
157685,2
157686,2
157687,2
157688,2
157689,1
157690,2
157691,3
157692,1
157693,3
157694,3
157695,2
157696,4
157697,4
157698,1
157699,1
157700,3
157701,3
157702,3
157703,3
157704,1
157705,2
157706,2
157707,2
157708,1
157709,1
157710,2
157711,2
157712,4
157713,1
157714,1
157715,1
157716,0
157717,1
157718,1
157719,1
157720,1
157721,1
157722,1
157723,1
157724,1
157725,1
157726,1
157727,1
157728,1
157729,2
157730,3
157731,3
157732,3
157733,0
157734,0
157735,2
157736,2
157737,1
157738,1
157739,1
157740,1
157741,3
157742,3
157743,3
157744,3
157745,3
157746,2
157747,2
157748,1
157749,1
157750,1
157751,1
157752,1
157753,1
157754,1
157755,1
157756,1
157757,1
157758,1
157759,1
157760,1
157761,1
157762,1
157763,1
157764,1
157765,1
157766,1
157767,1
157768,1
157769,3
157770,3
157771,3
157772,3
157773,3
157774,3
157775,3
157776,3
157777,3
157778,2
157779,1
157780,2
157781,3
157782,2
157783,2
157784,2
157785,3
157786,2
157787,2
157788,1
157789,1
157790,1
157791,1
157792,1
157793,1
157794,3
157795,3
157796,1
157797,1
157798,1
157799,1
157800,1
157801,1
157802,1
157803,1
157804,1
157805,1
157806,3
157807,3
157808,3
157809,1
157810,3
157811,1
157812,3
157813,3
157814,3
157815,3
157816,3
157817,1
157818,2
157819,2
157820,2
157821,3
157822,3
157823,1
157824,1
157825,1
157826,3
157827,3
157828,3
157829,3
157830,3
157831,3
157832,3
157833,3
157834,3
157835,1
157836,1
157837,1
157838,1
157839,1
157840,1
157841,0
157842,1
157843,2
157844,2
157845,2
157846,2
157847,2
157848,1
157849,1
157850,1
157851,1
157852,1
157853,1
157854,0
157855,1
157856,1
157857,1
157858,1
157859,2
157860,1
157861,2
157862,2
157863,1
157864,1
157865,2
157866,1
157867,3
157868,3
157869,3
157870,3
157871,3
157872,1
157873,1
157874,1
157875,1
157876,3
157877,3
157878,3
157879,3
157880,2
157881,1
157882,1
157883,1
157884,1
157885,2
157886,2
157887,2
157888,1
157889,2
157890,1
157891,1
157892,1
157893,1
157894,1
157895,1
157896,3
157897,3
157898,3
157899,3
157900,3
157901,1
157902,1
157903,1
157904,1
157905,1
157906,1
157907,3
157908,1
157909,1
157910,1
157911,1
157912,1
157913,1
157914,1
157915,1
157916,1
157917,1
157918,1
157919,1
157920,1
157921,3
157922,3
157923,3
157924,3
157925,1
157926,1
157927,1
157928,1
157929,1
157930,1
157931,1
157932,1
157933,1
157934,3
157935,1
157936,1
157937,1
157938,1
157939,3
157940,3
157941,1
157942,1
157943,1
157944,1
157945,1
157946,1
157947,1
157948,1
157949,1
157950,1
157951,1
157952,1
157953,1
157954,1
157955,2
157956,2
157957,2
157958,1
157959,1
157960,3
157961,3
157962,3
157963,3
157964,1
157965,1
157966,1
157967,1
157968,1
157969,1
157970,3
157971,3
157972,3
157973,3
157974,2
157975,2
157976,1
157977,1
157978,3
157979,3
157980,3
157981,3
157982,1
157983,1
157984,1
157985,1
157986,0
157987,0
157988,0
157989,0
157990,4
157991,4
157992,1
157993,1
157994,1
157995,1
157996,1
157997,1
157998,1
157999,1
158000,1
158001,1
158002,1
158003,1
158004,1
158005,1
158006,1
158007,1
158008,1
158009,2
158010,2
158011,1
158012,1
158013,1
158014,1
158015,1
158016,1
158017,1
158018,1
158019,1
158020,3
158021,1
158022,1
158023,1
158024,1
158025,1
158026,1
158027,1
158028,1
158029,1
158030,1
158031,1
158032,1
158033,1
158034,1
158035,1
158036,2
158037,1
158038,1
158039,1
158040,1
158041,1
158042,1
158043,1
158044,1
158045,3
158046,2
158047,2
158048,2
158049,2
158050,2
158051,2
158052,1
158053,1
158054,0
158055,0
158056,0
158057,0
158058,1
158059,1
158060,3
158061,3
158062,1
158063,1
158064,1
158065,1
158066,1
158067,1
158068,1
158069,3
158070,3
158071,3
158072,3
158073,3
158074,1
158075,2
158076,1
158077,1
158078,1
158079,1
158080,1
158081,1
158082,1
158083,1
158084,1
158085,1
158086,1
158087,3
158088,3
158089,2
158090,2
158091,2
158092,2
158093,3
158094,3
158095,3
158096,1
158097,1
158098,1
158099,3
158100,1
158101,3
158102,3
158103,3
158104,3
158105,1
158106,2
158107,1
158108,3
158109,1
158110,1
158111,1
158112,3
158113,1
158114,3
158115,1
158116,1
158117,3
158118,3
158119,1
158120,3
158121,3
158122,1
158123,3
158124,3
158125,3
158126,3
158127,3
158128,3
158129,3
158130,3
158131,3
158132,3
158133,3
158134,3
158135,3
158136,3
158137,3
158138,2
158139,2
158140,2
158141,2
158142,1
158143,1
158144,1
158145,1
158146,1
158147,1
158148,1
158149,1
158150,2
158151,2
158152,2
158153,1
158154,1
158155,1
158156,1
158157,1
158158,1
158159,1
158160,1
158161,1
158162,1
158163,1
158164,1
158165,3
158166,3
158167,3
158168,2
158169,2
158170,2
158171,1
158172,2
158173,1
158174,2
158175,1
158176,2
158177,1
158178,1
158179,1
158180,3
158181,3
158182,3
158183,1
158184,1
158185,0
158186,3
158187,3
158188,1
158189,1
158190,3
158191,0
158192,1
158193,1
158194,1
158195,1
158196,1
158197,1
158198,3
158199,1
158200,1
158201,3
158202,3
158203,3
158204,3
158205,3
158206,3
158207,3
158208,3
158209,3
158210,3
158211,3
158212,3
158213,2
158214,1
158215,1
158216,1
158217,1
158218,1
158219,3
158220,3
158221,2
158222,3
158223,3
158224,3
158225,3
158226,0
158227,1
158228,0
158229,0
158230,3
158231,3
158232,3
158233,1
158234,3
158235,3
158236,3
158237,3
158238,1
158239,3
158240,3
158241,2
158242,3
158243,3
158244,1
158245,2
158246,2
158247,0
158248,1
158249,1
158250,3
158251,1
158252,3
158253,3
158254,1
158255,2
158256,2
158257,1
158258,1
158259,1
158260,1
158261,3
158262,3
158263,2
158264,2
158265,2
158266,3
158267,3
158268,2
158269,2
158270,1
158271,1
158272,1
158273,2
158274,2
158275,1
158276,1
158277,2
158278,1
158279,2
158280,1
158281,1
158282,1
158283,1
158284,1
158285,2
158286,1
158287,1
158288,1
158289,1
158290,1
158291,1
158292,1
158293,1
158294,1
158295,1
158296,2
158297,1
158298,1
158299,3
158300,1
158301,1
158302,1
158303,1
158304,1
158305,0
158306,1
158307,0
158308,3
158309,1
158310,1
158311,0
158312,0
158313,1
158314,1
158315,1
158316,1
158317,1
158318,3
158319,3
158320,2
158321,2
158322,0
158323,2
158324,2
158325,1
158326,2
158327,3
158328,3
158329,3
158330,1
158331,3
158332,3
158333,3
158334,3
158335,3
158336,2
158337,2
158338,1
158339,1
158340,1
158341,1
158342,1
158343,1
158344,1
158345,1
158346,1
158347,1
158348,1
158349,1
158350,1
158351,1
158352,3
158353,3
158354,3
158355,3
158356,3
158357,3
158358,3
158359,1
158360,1
158361,2
158362,2
158363,2
158364,1
158365,3
158366,2
158367,2
158368,1
158369,1
158370,1
158371,1
158372,1
158373,1
158374,1
158375,1
158376,1
158377,1
158378,1
158379,1
158380,1
158381,1
158382,1
158383,1
158384,1
158385,1
158386,1
158387,3
158388,3
158389,3
158390,3
158391,2
158392,2
158393,3
158394,1
158395,1
158396,1
158397,1
158398,1
158399,1
158400,1
158401,1
158402,1
158403,1
158404,1
158405,1
158406,1
158407,1
158408,1
158409,3
158410,3
158411,3
158412,3
158413,3
158414,3
158415,3
158416,2
158417,2
158418,1
158419,3
158420,3
158421,3
158422,3
158423,3
158424,3
158425,3
158426,3
158427,3
158428,1
158429,3
158430,3
158431,3
158432,3
158433,3
158434,3
158435,3
158436,2
158437,2
158438,1
158439,1
158440,1
158441,3
158442,3
158443,3
158444,3
158445,3
158446,3
158447,3
158448,1
158449,1
158450,1
158451,1
158452,1
158453,1
158454,1
158455,1
158456,1
158457,3
158458,3
158459,1
158460,1
158461,1
158462,1
158463,1
158464,1
158465,1
158466,1
158467,1
158468,1
158469,1
158470,3
158471,3
158472,3
158473,1
158474,3
158475,2
158476,2
158477,2
158478,3
158479,1
158480,1
158481,1
158482,1
158483,1
158484,3
158485,3
158486,2
158487,2
158488,2
158489,2
158490,2
158491,2
158492,2
158493,2
158494,3
158495,3
158496,3
158497,3
158498,3
158499,3
158500,2
158501,2
158502,3
158503,2
158504,3
158505,3
158506,1
158507,3
158508,3
158509,2
158510,2
158511,1
158512,1
158513,1
158514,1
158515,2
158516,1
158517,4
158518,3
158519,3
158520,3
158521,1
158522,3
158523,3
158524,3
158525,3
158526,3
158527,1
158528,3
158529,1
158530,1
158531,3
158532,3
158533,4
158534,3
158535,3
158536,1
158537,1
158538,1
158539,1
158540,3
158541,3
158542,1
158543,3
158544,1
158545,1
158546,3
158547,1
158548,3
158549,3
158550,3
158551,3
158552,2
158553,2
158554,2
158555,3
158556,3
158557,3
158558,4
158559,3
158560,3
158561,3
158562,1
158563,2
158564,2
158565,2
158566,2
158567,2
158568,2
158569,2
158570,1
158571,2
158572,1
158573,1
158574,3
158575,2
158576,0
158577,2
158578,1
158579,1
158580,1
158581,1
158582,1
158583,1
158584,1
158585,2
158586,2
158587,1
158588,1
158589,1
158590,3
158591,0
158592,0
158593,2
158594,2
158595,2
158596,2
158597,3
158598,3
158599,1
158600,1
158601,3
158602,3
158603,3
158604,1
158605,1
158606,1
158607,1
158608,0
158609,3
158610,3
158611,3
158612,3
158613,3
158614,3
158615,3
158616,1
158617,1
158618,3
158619,2
158620,2
158621,0
158622,2
158623,3
158624,3
158625,2
158626,0
158627,0
158628,0
158629,1
158630,0
158631,0
158632,0
158633,0
158634,0
158635,3
158636,0
158637,2
158638,2
158639,2
158640,2
158641,2
158642,2
158643,1
158644,1
158645,1
158646,1
158647,1
158648,2
158649,2
158650,1
158651,1
158652,2
158653,1
158654,1
158655,1
158656,1
158657,1
158658,1
158659,2
158660,3
158661,1
158662,3
158663,3
158664,1
158665,1
158666,1
158667,1
158668,1
158669,1
158670,1
158671,3
158672,3
158673,2
158674,2
158675,3
158676,3
158677,3
158678,1
158679,3
158680,3
158681,1
158682,3
158683,3
158684,3
158685,2
158686,2
158687,2
158688,3
158689,3
158690,2
158691,3
158692,3
158693,3
158694,3
158695,1
158696,1
158697,1
158698,0
158699,0
158700,0
158701,1
158702,1
158703,1
158704,2
158705,3
158706,1
158707,1
158708,1
158709,1
158710,1
158711,1
158712,3
158713,3
158714,3
158715,1
158716,1
158717,1
158718,0
158719,3
158720,1
158721,3
158722,3
158723,4
158724,4
158725,4
158726,1
158727,1
158728,1
158729,1
158730,1
158731,1
158732,1
158733,1
158734,1
158735,0
158736,1
158737,1
158738,1
158739,1
158740,1
158741,1
158742,1
158743,1
158744,1
158745,1
158746,1
158747,1
158748,1
158749,1
158750,1
158751,1
158752,1
158753,1
158754,1
158755,1
158756,1
158757,1
158758,0
158759,0
158760,3
158761,3
158762,3
158763,3
158764,3
158765,2
158766,2
158767,1
158768,1
158769,1
158770,1
158771,1
158772,1
158773,1
158774,1
158775,1
158776,4
158777,1
158778,1
158779,1
158780,1
158781,1
158782,1
158783,1
158784,1
158785,1
158786,3
158787,1
158788,1
158789,1
158790,1
158791,1
158792,1
158793,1
158794,1
158795,1
158796,2
158797,3
158798,1
158799,1
158800,3
158801,3
158802,3
158803,2
158804,2
158805,3
158806,1
158807,3
158808,1
158809,1
158810,3
158811,3
158812,1
158813,1
158814,1
158815,1
158816,1
158817,1
158818,1
158819,2
158820,2
158821,3
158822,3
158823,2
158824,3
158825,0
158826,2
158827,2
158828,2
158829,2
158830,2
158831,1
158832,3
158833,3
158834,1
158835,3
158836,1
158837,1
158838,1
158839,3
158840,3
158841,3
158842,1
158843,1
158844,3
158845,1
158846,3
158847,1
158848,3
158849,0
158850,3
158851,3
158852,3
158853,1
158854,3
158855,4
